actor,movie_or_TV_name
James Daly,Star Stage
James Daly,Cavalcade of America
James Daly,The Millionaire
James Daly,Climax!
James Daly,Mr. Citizen
Michael Dunn,The Abdication
Michael Dunn,The Freakmaker
Michael Dunn,House of the Damned
Michael Dunn,Frankenstein's Castle of Freaks
Michael Dunn,The Werewolf of Washington
Michael Dunn,"Goodnight, My Love"
Michael Dunn,Night Gallery
Michael Dunn,Norman Corwin Presents
Richard Evans,Shadow of Rain
Richard Evans,The Brief
Richard Evans,Madonna: Innocence Lost
Richard Evans,Between the Lines
Richard Evans,Going Under
Richard Evans,Deadly Care
Richard Evans,The A-Team
Sabrina Scharf,Harry O
John Hoyt,The Outer Limits
John Hoyt,Wagon Train
John Hoyt,The Time Travelers
John Hoyt,Dr. Kildare
John Hoyt,Grindl
Janet MacLachlan,My Friend Tony
Janet MacLachlan,CBS Playhouse
Janet MacLachlan,Ironside
Janet MacLachlan,Uptight
Janet MacLachlan,The F.B.I.
Janet MacLachlan,The Invaders
Lee Bergere,Kitty Foyle
Lee Bergere,Men of Annapolis
Lee Bergere,I Spy
Lee Bergere,Robert Montgomery Presents
Lee Bergere,The Web
Lee Bergere,Danger
Lee Bergere,Studio One
Lee Bergere,Man Against Crime
William Smithers,Mister Peepers
William Smithers,Hamlet
William Smithers,Goodyear Playhouse
William Smithers,Guiding Light
Sharon Acker,Wojeck
Sharon Acker,Time of Your Life
Sharon Acker,Quest
Sharon Acker,Shoestring Theatre
Sharon Acker,Playdate
Sharon Acker,One Plus One
Sharon Acker,Encounter
Ron Soble,Shazam!
Ron Soble,Gunsmoke
Ron Soble,The Six Million Dollar Man
Ron Soble,Kung Fu
Ron Soble,Papillon
Ron Soble,Shaft
Ron Soble,Mission: Impossible
Ron Soble,The Rookies
James Daly,Foreign Intrigue
James Daly,Ponds Theater
James Daly,Lux Video Theatre
James Daly,Justice
James Daly,The Elgin Hour
James Daly,Lady in the Dark
James Daly,Danger
Katherine Woodville,Eight Is Enough
Michael Dunn,Murders in the Rue Morgue
Michael Dunn,The Swan Song
Michael Dunn,Trop petit mon ami
Michael Dunn,Bonanza
Michael Dunn,Justine
Michael Dunn,Kampf um Rom II - Der Verrat
Michael Dunn,The Last Roman
Michael Dunn,The Wild Wild West
Richard Evans,Hart to Hart
Richard Evans,Lou Grant
Richard Evans,Quincy M.E.
Richard Evans,When Hell Was in Session
Richard Evans,How the West Was Won
Richard Evans,Barnaby Jones
Sabrina Scharf,The Streets of San Francisco
Sabrina Scharf,The New Perry Mason
Sabrina Scharf,Banacek
Sabrina Scharf,Hunter
Sabrina Scharf,The Doris Day Show
Sabrina Scharf,Hawaii Five-O
Sabrina Scharf,The Interns
Sabrina Scharf,Hogan's Heroes
Sabrina Scharf,Mannix
John Hoyt,Destry
John Hoyt,Arrest and Trial
John Hoyt,The Glass Cage
John Hoyt,Perry Mason
John Hoyt,Channing
Janet MacLachlan,I Spy
Janet MacLachlan,Star Trek: The Original Series
Janet MacLachlan,Daktari
Janet MacLachlan,The Girl from U.N.C.L.E.
Janet MacLachlan,Run for Your Life
Janet MacLachlan,The Fugitive
Janet MacLachlan,Bob Hope Presents the Chrysler Theatre
Sharon Acker,Heritage
Sharon Acker,Macbeth
Sharon Acker,The Unforeseen
Sharon Acker,Anne of Green Gables
Sharon Acker,Lucky Jim
Sharon Acker,ITV Television Playhouse
Sharon Acker,Anne of Green Gables
Ron Soble,The Daughters of Joshua Cabe
Ron Soble,Joe Kidd
Ron Soble,Mod Squad
Ron Soble,Ironside
Ron Soble,The Virginian
Ron Soble,Macho Callahan
Ron Soble,Chisum
Ron Soble,Daniel Boone
James Daly,The Web
James Daly,Suspense
James Daly,The Philco Television Playhouse
James Daly,The Big Story
James Daly,Robert Montgomery Presents
James Daly,Short Short Dramas
James Daly,Pulitzer Prize Playhouse
Katherine Woodville,Salvage 1
Katherine Woodville,Wonder Woman
Katherine Woodville,Little House on the Prairie
Katherine Woodville,Where's Willie?
Katherine Woodville,Keefer
Katherine Woodville,Days of Our Lives
Katherine Woodville,The Rhinemann Exchange
Katherine Woodville,Gibbsville
Michael Dunn,Star Trek: The Original Series
Michael Dunn,Boom!
Michael Dunn,Tarzan
Michael Dunn,No Way to Treat a Lady
Michael Dunn,Madigan
Michael Dunn,The Monroes
Michael Dunn,Voyage to the Bottom of the Sea
Marj Dusay,Guiding Light
Richard Evans,Islands in the Stream
Richard Evans,S.W.A.T.
Richard Evans,Mannix
Richard Evans,Cannon
Richard Evans,The Nickel Ride
Richard Evans,The Magician
Sabrina Scharf,The Courtship of Eddie's Father
Sabrina Scharf,Gunsmoke
Sabrina Scharf,Easy Rider
Sabrina Scharf,I Dream of Jeannie
Sabrina Scharf,The Virgin President
Sabrina Scharf,Star Trek: The Original Series
Sabrina Scharf,The Danny Thomas Hour
Sabrina Scharf,The Wild Wild West
Sabrina Scharf,Accidental Family
John Hoyt,X: The Man with the X-Ray Eyes
John Hoyt,Cleopatra
John Hoyt,The Dakotas
John Hoyt,Laramie
John Hoyt,Boston Terrier
Janet MacLachlan,The Alfred Hitchcock Hour
Sharon Acker,Folio
Sharon Acker,Ruth
Sharon Acker,On Camera
Ron Soble,True Grit
Ron Soble,The Outcasts
Ron Soble,Star Trek: The Original Series
Ron Soble,The Felony Squad
Ron Soble,Garrison's Gorillas
Ron Soble,It Takes a Thief
Ron Soble,Cimarron Strip
James Daly,The Clock
James Daly,The Sleeping City
Katherine Woodville,Gemini Man
Katherine Woodville,The Lindbergh Kidnapping Case
Katherine Woodville,Ellery Queen
Katherine Woodville,The Rockford Files
Katherine Woodville,Widow
Katherine Woodville,Posse
Katherine Woodville,Kolchak: The Night Stalker
Katherine Woodville,Harry O
Michael Dunn,You're a Big Boy Now
Michael Dunn,Run for Your Life
Michael Dunn,Burke's Law
Michael Dunn,Get Smart
Michael Dunn,Ship of Fools
Michael Dunn,East Side/West Side
Michael Dunn,Arrest and Trial
Marj Dusay,Pride & Loyalty
Marj Dusay,All My Children
Marj Dusay,A Chronicle of Corpses
Marj Dusay,12 Bucks
Marj Dusay,Love Walked In
Marj Dusay,Siao Yu
Richard Evans,Honky Tonk
Richard Evans,Lotsa Luck!
Richard Evans,Cry Rape
Richard Evans,Original: Do Not Project
Richard Evans,The F.B.I.
Richard Evans,Dirty Little Billy
Richard Evans,"Welcome Home, Johnny Bristol"
Sabrina Scharf,Waterhole #3
Sabrina Scharf,Hells Angels on Wheels
Sabrina Scharf,Captain Nice
Sabrina Scharf,Daniel Boone
Sabrina Scharf,The Girl from U.N.C.L.E.
Sabrina Scharf,The Man from U.N.C.L.E.
Sabrina Scharf,Dead Heat on a Merry-Go-Round
Sabrina Scharf,The Farmer's Daughter
John Hoyt,Have Gun - Will Travel
John Hoyt,Merrill's Marauders
John Hoyt,Maverick
John Hoyt,The Twilight Zone
Ron Soble,Insight
Ron Soble,The Monroes
Ron Soble,Combat!
Ron Soble,The Cincinnati Kid
Ron Soble,Death Valley Days
Ron Soble,The Loner
Ron Soble,McHale's Navy
Katherine Woodville,The Healers
Katherine Woodville,Kung Fu
Katherine Woodville,Extreme Close-Up
Katherine Woodville,Intertect
Katherine Woodville,Black Gunn
Katherine Woodville,The Psychiatrist
Katherine Woodville,Mannix
Katherine Woodville,The Virginian
Michael Dunn,Camera Three
Michael Dunn,Without Each Other
Marj Dusay,Love Matters
Marj Dusay,The New WKRP in Cincinnati
Marj Dusay,Stalking Laura
Marj Dusay,Days of Our Lives
Marj Dusay,"Murder, She Wrote"
Marj Dusay,The Fresh Prince of Bel-Air
Richard Evans,Macho Callahan
Richard Evans,Bonanza
Richard Evans,Kapitän Harmsen
Richard Evans,The New People
Richard Evans,Lassie
Richard Evans,Lancer
Frank Gorshin,Dreamweaver
Sabrina Scharf,Gidget
John Hoyt,Zane Grey Theatre
John Hoyt,Adventures in Paradise
John Hoyt,The Blue Angels
John Hoyt,Gunslinger
John Hoyt,The Best of the Post
Ron Soble,Rawhide
Ron Soble,Navajo Run
Ron Soble,Destry
Ron Soble,Temple Houston
Ron Soble,Laramie
Ron Soble,Bonanza
Ron Soble,Wagon Train
Katherine Woodville,The Aquarians
Katherine Woodville,It Takes a Thief
Katherine Woodville,The Bold Ones: The New Doctors
Katherine Woodville,The Debbie Reynolds Show
Katherine Woodville,The Greatest Mother of Them All
Katherine Woodville,Fear No Evil
Katherine Woodville,Star Trek: The Original Series
Katherine Woodville,The Outsider
Marj Dusay,Perfect Strangers
Marj Dusay,In the Heat of the Night
Marj Dusay,Daughters of Privilege
Marj Dusay,Santa Barbara
Marj Dusay,Sons and Daughters
Marj Dusay,Friday the 13th: The Series
Richard Evans,The Virginian
Richard Evans,Insight
Richard Evans,Mod Squad
Richard Evans,The Guns of Will Sonnett
Richard Evans,The High Chaparral
Richard Evans,Star Trek: The Original Series
Richard Evans,The Big Valley
Frank Gorshin,Dr. Vegas
Frank Gorshin,The Creature of the Sunny Side Up Trailer Park
Frank Gorshin,Angels with Angles
Frank Gorshin,The Batman
Frank Gorshin,CSI: Crime Scene Investigation
John Hoyt,The Roaring 20's
John Hoyt,Bringing Up Buddy
John Hoyt,Shirley Temple's Storybook
John Hoyt,Alfred Hitchcock Presents
Ron Soble,Shotgun Slade
Ron Soble,Cain's Hundred
Ron Soble,Tales of Wells Fargo
Ron Soble,The Lawless Years
Ron Soble,Gun Fight
Ron Soble,Gunslinger
Ron Soble,The Aquanauts
Katherine Woodville,Mission: Impossible
Katherine Woodville,The Spies
Katherine Woodville,The Brigand of Kandahar
Katherine Woodville,No Hiding Place
Katherine Woodville,The Party's Over
Katherine Woodville,The Crooked Road
Katherine Woodville,The Saint
Katherine Woodville,The Wednesday Play
Marj Dusay,Booker
Marj Dusay,"Mancuso, FBI"
Marj Dusay,The Facts of Life
Marj Dusay,The Law and Harry McGraw
Marj Dusay,Made in Heaven
Marj Dusay,Capitol
Richard Evans,Gunsmoke
Richard Evans,Iron Horse
Richard Evans,The Felony Squad
Richard Evans,Shane
Richard Evans,Operation Razzle-Dazzle
Richard Evans,Preview Tonight
Richard Evans,The Farmer's Daughter
Frank Gorshin,Love Story in Harvard
Frank Gorshin,Mail Order Bride
Frank Gorshin,Return to the Batcave: The Misadventures of Adam and Burt
Frank Gorshin,Sting of the Black Scorpion
Frank Gorshin,Manna from Heaven
John Hoyt,The Untouchables
John Hoyt,Grand Jury
John Hoyt,Assignment: Underwater
John Hoyt,Five Fingers
John Hoyt,Leave It to Beaver
Ron Soble,Two Faces West
Ron Soble,U.S. Marshal
Ron Soble,The Islanders
Ron Soble,The Rebel
Ron Soble,The Tall Man
Ron Soble,Walk Tall
Ron Soble,Tightrope
Katherine Woodville,Secret Agent
Katherine Woodville,Sergeant Cork
Katherine Woodville,Ghost Squad
Katherine Woodville,Z Cars
Katherine Woodville,Underworld Informers
Katherine Woodville,BBC Sunday-Night Play
Katherine Woodville,The Third Man
Katherine Woodville,Young and Willing
Marj Dusay,Dallas
Marj Dusay,E/R
Marj Dusay,Strange Companions
Marj Dusay,Hart to Hart
Marj Dusay,At Ease
Marj Dusay,Square Pegs
Marj Dusay,The Devlin Connection
Richard Evans,Perry Mason
Richard Evans,The Return of Mr. Moto
Richard Evans,Peyton Place
Richard Evans,Synanon
Richard Evans,The Fugitive
Richard Evans,Dr. Kildare
Frank Gorshin,High Times Potluck
Frank Gorshin,The Rules (for Men)
Frank Gorshin,Black Scorpion
Frank Gorshin,Castle Rock
Frank Gorshin,Something Else
John Hoyt,The Law and Mr. Jones
John Hoyt,Gunsmoke
John Hoyt,Outlaws
John Hoyt,The Dinah Shore Chevy Show
John Hoyt,The Rifleman
Ron Soble,Have Gun - Will Travel
Ron Soble,Markham
Ron Soble,The Deputy
Ron Soble,Bronco
Ron Soble,Not for Hire
Ron Soble,The Texan
Ron Soble,Alcoa Theatre
Katherine Woodville,The Avengers
Katherine Woodville,Sir Francis Drake
Katherine Woodville,A Chance of Thunder
Katherine Woodville,Boyd Q.C.
Katherine Woodville,ITV Play of the Week
Katherine Woodville,Clue of the New Pin
Katherine Woodville,The Edgar Wallace Mystery Theatre
Katherine Woodville,The Mystery of Edwin Drood
Joseph Ruskin,The Forsaken Westerns
Marj Dusay,Tucker's Witch
Marj Dusay,Bret Maverick
Marj Dusay,Galactica 1980
Marj Dusay,Battles: The Murder That Wouldn't Die
Marj Dusay,Stop Susan Williams
Marj Dusay,The Girl Who Saved the World
Richard Evans,The Lieutenant
Richard Evans,Channing
Richard Evans,Ben Casey
Richard Evans,Mr. Novak
Richard Evans,Redigo
Richard Evans,Temple Houston
Frank Gorshin,Hollywood Off-Ramp
Frank Gorshin,The Curio Trunk
Frank Gorshin,Beethoven's 3rd
Frank Gorshin,Luck of the Draw
Frank Gorshin,All Shook Up
John Hoyt,Checkmate
John Hoyt,The Red Skelton Hour
John Hoyt,Spartacus
John Hoyt,Rawhide
Ron Soble,Lawman
Ron Soble,Al Capone
Ron Soble,I Mobster
Ron Soble,Westinghouse Desilu Playhouse
Ron Soble,Raintree County
Ron Soble,Robert Montgomery Presents
Katherine Woodville,Armchair Mystery Theatre
Katherine Woodville,Inside Story
Joseph Ruskin,Bones
Joseph Ruskin,Smokin' Aces
Joseph Ruskin,Diamond Zero
Joseph Ruskin,Alias
Joseph Ruskin,The Streetsweeper
Joseph Ruskin,The Scorpion King
Marj Dusay,Detective School
Marj Dusay,The Paradise Connection
Marj Dusay,The Child Stealer
Marj Dusay,Grandpa Goes to Washington
Marj Dusay,Quincy M.E.
Marj Dusay,A Fire in the Sky
Marj Dusay,Wheels
Richard Evans,Empire
Richard Evans,Stoney Burke
Richard Evans,Ripcord
Richard Evans,The Eleventh Hour
Richard Evans,The Law and Mr. Jones
Richard Evans,Lawman
Frank Gorshin,The Art of Murder
Frank Gorshin,King Crab: Space Crustacean
Frank Gorshin,The Phantom Eye
Frank Gorshin,The Bold and the Beautiful
Frank Gorshin,Game Day
John Hoyt,Death Valley Days
John Hoyt,The Chevy Mystery Show
John Hoyt,The Deputy
John Hoyt,Lawman
Joseph Ruskin,Wishcraft
Joseph Ruskin,Star Trek: Enterprise
Joseph Ruskin,That's My Bush!
Joseph Ruskin,King Cobra
Joseph Ruskin,ER
Marj Dusay,Barnaby Jones
Marj Dusay,Sorority '62
Marj Dusay,Murder in Peyton Place
Marj Dusay,A.E.S. Hudson Street
Marj Dusay,MacArthur
Marj Dusay,The Hardy Boys/Nancy Drew Mysteries
Richard Evans,The New Breed
Richard Evans,The Rifleman
Richard Evans,Hennesey
Richard Evans,Checkmate
Richard Evans,Cheyenne
Frank Gorshin,Final Rinse
Frank Gorshin,Man of the Century
Frank Gorshin,After the Game
Frank Gorshin,Better Than Ever
Frank Gorshin,Threshold
John Hoyt,The Jack Benny Program
John Hoyt,Alcoa Theatre
John Hoyt,Law of the Plainsman
John Hoyt,The Alaskans
John Hoyt,Playhouse 90
Joseph Ruskin,Star Trek: Voyager
Joseph Ruskin,Star Trek: Insurrection
Joseph Ruskin,Days of Our Lives
Joseph Ruskin,USA High
Joseph Ruskin,Beyond Belief: Fact or Fiction
Marj Dusay,The Fantastic Journey
Marj Dusay,The Bionic Woman
Marj Dusay,Most Wanted
Marj Dusay,Phyllis
Marj Dusay,Petrocelli
Marj Dusay,The Streets of San Francisco
Richard Evans,Sea Hunt
Richard Evans,Zane Grey Theatre
Richard Evans,Laramie
Richard Evans,Outlaws
Richard Evans,The Detectives
Richard Evans,Bourbon Street Beat
Frank Gorshin,From Hare to Eternity
Frank Gorshin,Twilight of the Ice Nymphs
Frank Gorshin,Johnny Bravo
Frank Gorshin,Bloodmoon
Frank Gorshin,Pullet Surprise
John Hoyt,Johnny Midnight
John Hoyt,Never So Few
John Hoyt,Bourbon Street Beat
John Hoyt,Riverboat
John Hoyt,Johnny Staccato
Joseph Ruskin,Brooklyn South
Joseph Ruskin,The Last Don
Joseph Ruskin,Star Trek: Deep Space Nine
Joseph Ruskin,Spider-Man: The Animated Series
Joseph Ruskin,Cyber Tracker
Joseph Ruskin,Firepower
Marj Dusay,The Manhunter
Marj Dusay,Bobby Parker and Company
Marj Dusay,Mannix
Marj Dusay,Chase
Marj Dusay,Breezy
Marj Dusay,Thirty Dangerous Seconds
Richard Evans,The Rebel
Richard Evans,The Alaskans
Richard Evans,Death Valley Days
Richard Evans,Too Soon to Love
Richard Evans,Bronco
Richard Evans,Kidnapped
Frank Gorshin,Superior Duck
Frank Gorshin,Buford's Got a Gun
Frank Gorshin,The Ren & Stimpy Show
Frank Gorshin,12 Monkeys
Frank Gorshin,Lois & Clark: The New Adventures of Superman
John Hoyt,21 Beacon Street
John Hoyt,The David Niven Show
John Hoyt,Curse of the Undead
John Hoyt,Markham
Joseph Ruskin,The Criminal Mind
Joseph Ruskin,Deadly Exposure
Joseph Ruskin,Indecent Proposal
Joseph Ruskin,Civil Wars
Joseph Ruskin,L.A. Law
Joseph Ruskin,Hull High
Marj Dusay,Cannon
Marj Dusay,The F.B.I.
Marj Dusay,Climb an Angry Mountain
Marj Dusay,McMillan & Wife
Marj Dusay,"Love, American Style"
Marj Dusay,Alias Smith and Jones
Marj Dusay,The Odd Couple
Richard Evans,Sugarfoot
Richard Evans,African Patrol
Richard Evans,Alfred Hitchcock Presents
Richard Evans,Wagon Train
Richard Evans,Tales of Wells Fargo
Richard Evans,The Lineup
Frank Gorshin,The Big Story
Frank Gorshin,Hail Caesar
Frank Gorshin,Are You Afraid of the Dark?
Frank Gorshin,Amore!
Frank Gorshin,The Meteor Man
John Hoyt,Peter Gunn
John Hoyt,Westinghouse Desilu Playhouse
John Hoyt,Riot in Juvenile Prison
John Hoyt,"Richard Diamond, Private Detective"
John Hoyt,The Ten Commandments
Joseph Ruskin,Joseph and His Brothers
Joseph Ruskin,The Adventures of Don Coyote and Sancho Panda
Joseph Ruskin,Original Sin
Joseph Ruskin,Snorks
Joseph Ruskin,"Murder, She Wrote"
Joseph Ruskin,Saturday the 14th Strikes Back
Marj Dusay,The Immortal
Marj Dusay,The Bold Ones: The Lawyers
Marj Dusay,Mod Squad
Marj Dusay,Family Affair
Marj Dusay,The Most Deadly Game
Marj Dusay,McCloud
Marj Dusay,Hogan's Heroes
Frank Gorshin,Sweet Justice
Frank Gorshin,The Hollywood Beach Murders
Frank Gorshin,Body Trouble
Frank Gorshin,"Singapore Harbor, U.S.A."
Frank Gorshin,Midnight
John Hoyt,The Millionaire
John Hoyt,Zorro
John Hoyt,The Gray Ghost
John Hoyt,Frontier Doctor
John Hoyt,The Bob Cummings Show
Joseph Ruskin,Jake and the Fatman
Joseph Ruskin,DuckTales
Joseph Ruskin,The Smurfs
Joseph Ruskin,Max Headroom
Joseph Ruskin,Stingray
Marj Dusay,Medical Center
Marj Dusay,Hawaii Five-O
Marj Dusay,Daniel Boone
Marj Dusay,Dead of Night: A Darkness at Blaisedon
Marj Dusay,Bonanza
Marj Dusay,Pendulum
Marj Dusay,The Queen and I
Frank Gorshin,Beverly Hills Bodysnatchers
Frank Gorshin,Monsters
Frank Gorshin,"Murder, She Wrote"
Frank Gorshin,The Gnomes' Great Adventure
Frank Gorshin,Hollywood Vice Squad
John Hoyt,M Squad
John Hoyt,The Thin Man
John Hoyt,Steve Canyon
John Hoyt,Union Pacific
John Hoyt,Mike Hammer
Joseph Ruskin,The Wizard
Joseph Ruskin,Riptide
Joseph Ruskin,Alfred Hitchcock Presents
Joseph Ruskin,The Longshot
Joseph Ruskin,The Greatest Adventure: Stories from the Bible
Joseph Ruskin,St. Elsewhere
Marj Dusay,The Felony Squad
Marj Dusay,The Wild Wild West
Marj Dusay,Star Trek: The Original Series
Marj Dusay,Sweet November
Marj Dusay,1999 A.D.
Marj Dusay,Cimarron Strip
Marj Dusay,The Second Hundred Years
Frank Gorshin,Uphill All the Way
Frank Gorshin,A Masterpiece of Murder
Frank Gorshin,Hot Resort
Frank Gorshin,The Fall Guy
Frank Gorshin,A Night on the Town
John Hoyt,How to Marry a Millionaire
John Hoyt,Studio One
John Hoyt,Matinee Theatre
John Hoyt,Attack of the Puppet People
John Hoyt,The Beast of Budapest
Joseph Ruskin,Prizzi's Honor
Joseph Ruskin,Hill Street Blues
Joseph Ruskin,Airwolf
Joseph Ruskin,Knight Rider
Joseph Ruskin,Hotel
Joseph Ruskin,Matt Houston
Marj Dusay,Clambake
Marj Dusay,Get Smart
Marj Dusay,Occasional Wife
Frank Gorshin,Princess Ida
Frank Gorshin,Treasure Island
Frank Gorshin,The Edge of Night
Frank Gorshin,The Uppercrust
Frank Gorshin,Goliath Awaits
John Hoyt,Jane Wyman Presents the Fireside Theatre
John Hoyt,Baby Face Nelson
John Hoyt,Telephone Time
John Hoyt,Navy Log
John Hoyt,The Californians
Robert Lansing,Kung Fu: The Legend Continues
Joseph Ruskin,The Man Who Wasn't There
Joseph Ruskin,Fantasy Island
Joseph Ruskin,The Sword and the Sorcerer
Joseph Ruskin,Charlie's Angels
Joseph Ruskin,The Munsters' Revenge
Frank Gorshin,Underground Aces
Frank Gorshin,Buck Rogers in the 25th Century
Frank Gorshin,Death Car on the Freeway
Frank Gorshin,Legends of the Superheroes
Frank Gorshin,Greatest Heroes of the Bible
John Hoyt,Code 3
John Hoyt,God Is My Partner
John Hoyt,Sierra Stranger
John Hoyt,General Electric Theater
John Hoyt,The Life of Riley
France Nuyen,Marco Polo
Nancy Kovack,Cannon
Robert Lansing,"Murder, She Wrote"
Robert Lansing,Law & Order
Robert Lansing,Against the Law
Robert Lansing,Bionic Showdown: The Six Million Dollar Man and the Bionic Woman
Robert Lansing,The Equalizer
Robert Lansing,Monsters
Robert Lansing,After School
Joseph Ruskin,B.J. and the Bear
Joseph Ruskin,Power
Joseph Ruskin,Mrs. Columbo
Joseph Ruskin,Captain America
Joseph Ruskin,Quincy M.E.
Joseph Ruskin,The Hardy Boys/Nancy Drew Mysteries
Frank Gorshin,Wonder Woman
Frank Gorshin,Record City
Frank Gorshin,Charlie's Angels
Frank Gorshin,Rudolph's Shiny New Year
Frank Gorshin,Police Woman
John Hoyt,The Gale Storm Show: Oh! Susanna
John Hoyt,Studio 57
John Hoyt,The Adventures of Jim Bowie
John Hoyt,Alarm
John Hoyt,Lux Video Theatre
France Nuyen,The American Standards
France Nuyen,The Battle of Shaker Heights
France Nuyen,The Outer Limits
France Nuyen,A Smile Like Yours
France Nuyen,The Magic Pearl
France Nuyen,The Single Guy
France Nuyen,Angry Cafe
Nancy Kovack,Bronk
Nancy Kovack,The Invisible Man
Nancy Kovack,Ellery Queen
Nancy Kovack,Mannix
Nancy Kovack,"Love, American Style"
Nancy Kovack,Marooned
Nancy Kovack,Insight
Robert Lansing,The Equalizer: The mystery of Manon
Robert Lansing,Alfred Hitchcock Presents
Robert Lansing,Memories of Manon
Robert Lansing,The Nest
Robert Lansing,Hotel
Robert Lansing,Simon & Simon
Joseph Ruskin,The Gypsy Warriors
Joseph Ruskin,Project U.F.O.
Joseph Ruskin,Wonder Woman
Joseph Ruskin,Dr. Scorpion
Joseph Ruskin,Starsky and Hutch
Frank Gorshin,S.W.A.T.
Frank Gorshin,Sky Heist
Frank Gorshin,Get Christie Love!
Frank Gorshin,Hawaii Five-O
Frank Gorshin,Movin' On
John Hoyt,The Count of Monte Cristo
John Hoyt,Death of a Scoundrel
John Hoyt,The George Burns and Gracie Allen Show
John Hoyt,Schlitz Playhouse
France Nuyen,OP Center
France Nuyen,A Passion to Kill
France Nuyen,"Murder, She Wrote"
France Nuyen,The Joy Luck Club
France Nuyen,Raven
France Nuyen,Write to Kill
France Nuyen,China Cry: A True Story
Nancy Kovack,It Takes a Thief
Nancy Kovack,Hawaii Five-O
Nancy Kovack,Bewitched
Nancy Kovack,Get Smart
Nancy Kovack,The Name of the Game
Nancy Kovack,Ghahraman-e-shahre ma
Nancy Kovack,The Night of the Angels
Robert Lansing,Automan
Robert Lansing,Island Claws
Robert Lansing,Great Performances
Robert Lansing,S.H.E: Security Hazards Expert
Robert Lansing,Empire of the Ants
Robert Lansing,The Deadly Triangle
Robert Lansing,Scalpel
Joseph Ruskin,Police Woman
Joseph Ruskin,The Bionic Woman
Joseph Ruskin,Switch
Frank Gorshin,Ironside
Frank Gorshin,Police Surgeon
Frank Gorshin,Rowan & Martin's Laugh-In
Frank Gorshin,"O'Hara, U.S. Treasury"
John Hoyt,Star Stage
John Hoyt,Four Star Playhouse
John Hoyt,Wetbacks
John Hoyt,The Ford Television Theatre
France Nuyen,Knots Landing
France Nuyen,Nasty Boys
France Nuyen,Santa Barbara
France Nuyen,Generations
France Nuyen,St. Elsewhere
France Nuyen,Crazy Like a Fox
France Nuyen,Midas Valley
Nancy Kovack,Family Affair
Nancy Kovack,The F.B.I.
Nancy Kovack,Star Trek: The Original Series
Nancy Kovack,Diamond 33
Nancy Kovack,The Invaders
Nancy Kovack,I Spy
Nancy Kovack,Enter Laughing
Robert Lansing,Bittersweet Love
Robert Lansing,Acapulco Gold
Robert Lansing,Widow
Robert Lansing,The Rookies
Robert Lansing,Crime Club
Robert Lansing,The Evil Touch
Joseph Ruskin,Serpico
Joseph Ruskin,Panache
Joseph Ruskin,Harry O
Joseph Ruskin,The Blue Knight
Joseph Ruskin,Mobile One
Joseph Ruskin,Police Story
Frank Gorshin,The Interns
Frank Gorshin,The Virginian
Frank Gorshin,The Name of the Game
Frank Gorshin,The Ed Sullivan Show
Frank Gorshin,The High Chaparral
John Hoyt,The Come On
John Hoyt,Crossroads
John Hoyt,Mohawk
John Hoyt,Frontier
France Nuyen,"Magnum, P.I."
France Nuyen,Jealousy
France Nuyen,Automan
France Nuyen,"Trapper John, M.D."
France Nuyen,Fantasy Island
France Nuyen,Deathmoon
France Nuyen,Columbo
Nancy Kovack,Off We Go
Nancy Kovack,Vacation Playhouse
Nancy Kovack,Tarzan and the Valley of Gold
Nancy Kovack,Frankie and Johnny
Nancy Kovack,The Man from U.N.C.L.E.
Nancy Kovack,The Wackiest Ship in the Army
Nancy Kovack,The Silencers
Robert Lansing,Thirty Dangerous Seconds
Robert Lansing,Bonanza
Robert Lansing,Black Jack
Robert Lansing,Insight
Robert Lansing,The Astronaut
Robert Lansing,Killer by Night
Robert Lansing,The Doris Day Show
Joseph Ruskin,The Six Million Dollar Man
Joseph Ruskin,Planet of the Apes
Joseph Ruskin,The Streets of San Francisco
Joseph Ruskin,The Magician
Joseph Ruskin,McCloud
Joseph Ruskin,The Doris Day Show
Frank Gorshin,That's Life
Frank Gorshin,Star Trek: The Original Series
Frank Gorshin,Skidoo
Frank Gorshin,Garrison's Gorillas
John Hoyt,"Forever, Darling"
John Hoyt,The Conqueror
John Hoyt,The Lone Wolf
John Hoyt,Two Sons
France Nuyen,Charlie's Angels
France Nuyen,Code Name: Diamond Head
France Nuyen,Hawaii Five-O
France Nuyen,Police Woman
France Nuyen,Police Story
France Nuyen,Medical Center
France Nuyen,Kung Fu
Nancy Kovack,The Double Life of Henry Phyfe
Nancy Kovack,Perry Mason
Nancy Kovack,Batman
Nancy Kovack,Honey West
Nancy Kovack,I Dream of Jeannie
Nancy Kovack,The Great Sioux Massacre
Nancy Kovack,Burke's Law
Robert Lansing,The Grissom Gang
Robert Lansing,"Marcus Welby, M.D."
Robert Lansing,Mannix
Robert Lansing,The Interns
Robert Lansing,The Flying Nun
Robert Lansing,Medical Center
Robert Lansing,Gunsmoke
Joseph Ruskin,Mission: Impossible
Joseph Ruskin,Cool Million
Joseph Ruskin,Night Gallery
Joseph Ruskin,Banyon
Joseph Ruskin,Hogan's Heroes
Joseph Ruskin,The Silent Force
Frank Gorshin,Batman
Frank Gorshin,Batman
Frank Gorshin,A Man Called Shenandoah
Frank Gorshin,The Munsters
Frank Gorshin,Ride Beyond Vengeance
John Hoyt,Cavalcade of America
John Hoyt,Celebrity Playhouse
John Hoyt,Trial
